"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-03 14:01:05,0 s,0 s,2.2 ms,0 s,1.2 ms,338.7 µs,1.3 ms,1.6 ms,0 s,0 s,0 s,4.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.5 ms,722.9 µs,0 s,2.0 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,1.2 ms,7.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,843.0 µs,0 s,11.6 ms,0 s,0 s,0 s,0 s,0 s,29.4 µs,13.5 ms,26.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:01:10,0 s,0 s,2.2 ms,0 s,1.2 ms,0 s,1.3 ms,1.7 ms,0 s,0 s,0 s,4.7 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,4.9 ms,704.8 µs,0 s,1.7 s,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,1.3 ms,8.8 ms,0 s,0 s,0 s,0 s,0 s,1.4 ms,0 s,857.4 µs,0 s,14.4 ms,0 s,0 s,0 s,0 s,0 s,28.9 µs,12.1 ms,26.8 ms,0 s,0 s,0 s,1.8 ms,0 s,0 s
2024-01-03 14:01:15,0 s,0 s,2.3 ms,0 s,1.2 ms,0 s,1.3 ms,1.6 ms,0 s,0 s,0 s,4.9 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,4.8 ms,720.1 µs,0 s,1.5 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,1.3 ms,7.8 ms,0 s,0 s,0 s,0 s,0 s,1.5 ms,0 s,836.8 µs,0 s,13.2 ms,0 s,0 s,0 s,0 s,0 s,29.1 µs,14.1 ms,27.0 ms,0 s,0 s,139.6 µs,1.8 ms,0 s,0 s
2024-01-03 14:01:20,0 s,0 s,2.3 ms,0 s,1.2 ms,0 s,1.3 ms,1.6 ms,0 s,0 s,0 s,6.5 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,4.0 ms,700.8 µs,0 s,1.4 s,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,1.3 ms,7.8 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,841.7 µs,0 s,15.1 ms,0 s,0 s,0 s,0 s,0 s,29.0 µs,15.5 ms,23.0 ms,0 s,1.8 ms,1.0 ms,1.7 ms,0 s,0 s
2024-01-03 14:01:25,0 s,0 s,2.2 ms,0 s,1.2 ms,0 s,1.3 ms,1.6 ms,0 s,0 s,0 s,6.3 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,0 s,4.4 ms,707.8 µs,0 s,1.2 s,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,120.8 µs,10.8 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,14.9 ms,0 s,0 s,0 s,0 s,0 s,28.8 µs,14.5 ms,20.3 ms,0 s,1.8 ms,1.0 ms,1.8 ms,0 s,0 s
2024-01-03 14:01:30,0 s,0 s,2.2 ms,0 s,1.2 ms,0 s,1.3 ms,0 s,1.8 ms,0 s,0 s,6.4 ms,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,4.4 ms,691.3 µs,0 s,918.5 ms,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,11.0 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,15.4 ms,0 s,0 s,0 s,0 s,0 s,28.6 µs,17.0 ms,20.3 ms,0 s,1.8 ms,1.0 ms,1.8 ms,0 s,0 s
2024-01-03 14:01:35,0 s,0 s,2.3 ms,1.6 ms,1.2 ms,0 s,1.3 ms,0 s,1.8 ms,0 s,0 s,8.0 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,4.2 ms,0 s,0 s,622.4 ms,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,8.6 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,13.8 ms,0 s,0 s,0 s,0 s,0 s,29.2 µs,13.8 ms,20.8 ms,0 s,1.8 ms,1.0 ms,1.7 ms,0 s,0 s
2024-01-03 14:01:40,0 s,0 s,2.2 ms,1.7 ms,1.2 ms,0 s,1.3 ms,0 s,1.8 ms,0 s,0 s,9.7 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,4.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.0 s,0 s,0 s,11.5 ms,0 s,0 s,2.6 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,13.8 ms,0 s,1.5 ms,0 s,0 s,0 s,29.0 µs,19.1 ms,16.7 ms,0 s,1.8 ms,1.0 ms,1.8 ms,0 s,0 s
2024-01-03 14:01:45,0 s,0 s,2.3 ms,1.6 ms,0 s,0 s,1.2 ms,0 s,1.8 ms,0 s,0 s,6.7 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,1.7 ms,0 s,4.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,11.2 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,10.6 ms,0 s,1.5 ms,0 s,0 s,0 s,29.4 µs,15.0 ms,11.3 ms,0 s,1.8 ms,1.0 ms,1.7 ms,0 s,0 s
2024-01-03 14:01:50,0 s,0 s,2.3 ms,1.6 ms,0 s,0 s,0 s,0 s,1.8 ms,0 s,0 s,6.8 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,1.7 ms,0 s,6.7 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,11.9 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,10.8 ms,0 s,1.5 ms,0 s,0 s,0 s,28.9 µs,15.3 ms,15.1 ms,0 s,1.8 ms,1.1 ms,1.8 ms,0 s,0 s
2024-01-03 14:01:55,0 s,0 s,2.3 ms,1.6 ms,0 s,0 s,0 s,0 s,1.7 ms,0 s,0 s,6.6 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,1.7 ms,0 s,5.5 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.1 s,0 s,0 s,10.7 ms,0 s,0 s,2.6 ms,0 s,0 s,1.5 ms,0 s,0 s,0 s,7.9 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,18.0 ms,9.2 ms,0 s,1.8 ms,1.0 ms,1.8 ms,0 s,0 s
2024-01-03 14:02:00,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,1.7 ms,0 s,0 s,8.7 ms,0 s,0 s,1.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,1.7 ms,0 s,5.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,10.7 ms,0 s,0 s,2.7 ms,0 s,0 s,1.4 ms,0 s,0 s,0 s,12.4 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,21.3 ms,10.5 ms,0 s,1.8 ms,1.1 ms,1.8 ms,0 s,0 s
2024-01-03 14:02:05,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,1.8 ms,0 s,0 s,8.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.7 ms,0 s,4.1 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,9.7 ms,0 s,0 s,2.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.7 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,21.1 ms,8.4 ms,0 s,1.7 ms,1.0 ms,0 s,0 s,0 s
2024-01-03 14:02:10,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,1.8 ms,0 s,0 s,7.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.7 ms,0 s,6.2 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,9.5 ms,0 s,0 s,2.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.0 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,21.9 ms,8.3 ms,0 s,1.8 ms,905.5 µs,0 s,0 s,0 s
2024-01-03 14:02:15,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,1.8 ms,0 s,0 s,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.7 ms,0 s,6.2 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,9.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.1 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,21.0 ms,13.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:20,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,1.7 ms,0 s,0 s,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,1.7 ms,0 s,5.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,6.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.2 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,21.2 ms,15.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:25,0 s,0 s,0 s,1.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,745.0 µs,0 s,1.7 ms,0 s,6.1 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,6.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.1 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,21.5 ms,14.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,736.3 µs,0 s,1.7 ms,0 s,6.3 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,6.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,0 s,1.5 ms,0 s,0 s,0 s,0 s,22.6 ms,15.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,735.2 µs,0 s,1.7 ms,0 s,6.1 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.5 s,0 s,0 s,4.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,15.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,753.5 µs,0 s,0 s,0 s,9.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,4.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.5 ms,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,747.3 µs,0 s,0 s,0 s,7.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,3.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.6 ms,12.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,738.1 µs,0 s,0 s,0 s,6.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.5 s,0 s,0 s,4.3 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,23.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,23.0 ms,12.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:02:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,752.0 µs,0 s,0 s,0 s,6.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.5 s,0 s,0 s,4.4 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,19.9 ms,13.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,755.3 µs,0 s,0 s,0 s,6.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.5 s,0 s,0 s,6.1 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.0 ms,17.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,743.4 µs,0 s,0 s,0 s,6.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,6.1 ms,0 s,0 s,0 s,1.1 ms,0 s,0 s,0 s,0 s,0 s,21.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.2 ms,17.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,755.2 µs,0 s,0 s,0 s,7.5 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,7.2 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,21.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,18.4 ms,12.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,759.4 µs,0 s,0 s,0 s,7.6 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,6.2 ms,0 s,0 s,0 s,1.1 ms,0 s,0 s,0 s,0 s,0 s,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.2 ms,9.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:20,0 s,0 s,0 s,154.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.6 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,7.4 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,23.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,22.6 ms,10.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:25,0 s,0 s,0 s,157.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.3 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,0 s,0 s,6.4 ms,0 s,0 s,0 s,1.1 ms,0 s,0 s,0 s,0 s,0 s,23.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.5 ms,10.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:30,0 s,0 s,0 s,158.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,7.8 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,20.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,23.4 ms,11.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:35,0 s,0 s,0 s,157.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.7 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,7.9 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,11.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-03 14:03:40,0 s,0 s,0 s,159.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.7 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,9.2 ms,0 s,0 s,0 s,1.0 ms,0 s,0 s,0 s,0 s,0 s,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,25.3 ms,17.1 ms,0 s,0 s,0 s,0 s,654.9 µs,0 s
2024-01-03 14:03:45,0 s,0 s,0 s,158.5 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,192.1 µs,0 s,0 s,11.7 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,8.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.5 ms,17.2 ms,0 s,0 s,0 s,0 s,646.3 µs,0 s
2024-01-03 14:03:50,28.8 µs,0 s,0 s,157.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,470.5 µs,10.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,191.9 µs,0 s,0 s,16.1 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,11.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.8 ms,20.9 ms,0 s,0 s,0 s,0 s,661.8 µs,0 s
2024-01-03 14:03:55,28.4 µs,0 s,0 s,156.7 µs,0 s,0 s,0 s,0 s,0 s,0 s,457.3 µs,11.5 ms,194.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,189.2 µs,0 s,0 s,15.6 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.2 s,0 s,0 s,10.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,26.9 ms,16.6 ms,0 s,0 s,0 s,0 s,646.2 µs,0 s
2024-01-03 14:04:00,28.2 µs,0 s,0 s,156.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,464.7 µs,11.6 ms,195.6 µs,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,192.8 µs,0 s,0 s,24.1 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,0 s,0 s,11.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,25.3 ms,24.2 ms,0 s,0 s,0 s,0 s,640.8 µs,0 s
2024-01-03 14:04:05,28.9 µs,0 s,0 s,160.3 µs,0 s,0 s,0 s,0 s,0 s,0 s,472.1 µs,13.8 ms,196.8 µs,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,190.4 µs,0 s,0 s,23.0 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,508.3 µs,0 s,10.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,24.7 ms,24.1 ms,0 s,0 s,0 s,0 s,633.2 µs,0 s
2024-01-03 14:04:10,28.9 µs,0 s,0 s,158.0 µs,0 s,0 s,0 s,0 s,0 s,0 s,458.5 µs,10.4 ms,198.2 µs,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,195.8 µs,0 s,0 s,22.4 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,507.4 µs,0 s,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,25.2 ms,26.7 ms,0 s,0 s,0 s,0 s,657.9 µs,0 s
2024-01-03 14:04:15,29.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,466.7 µs,6.7 ms,195.6 µs,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,194.1 µs,0 s,0 s,22.5 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.4 s,513.7 µs,0 s,11.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,26.3 ms,266.0 µs,0 s,0 s,0 s,643.9 µs,0 s
2024-01-03 14:04:20,28.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,460.0 µs,8.4 ms,195.5 µs,0 s,0 s,0 s,0 s,0 s,1.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,198.0 µs,0 s,0 s,16.9 ms,0 s,0 s,,,,,,0 s,0 s,0 s,0 s,2.3 s,514.3 µs,0 s,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,21.7 ms,26.0 ms,269.4 µs,0 s,0 s,0 s,640.6 µs,0 s
